title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Science with military applications is cited more than civilian-only research,https://www.nature.com/articles/d41586-026-01770-8,Nature,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,10.1038/d41586-026-01770-8,Miryam Naddaf,Researchers analysed the scientific impact of dual-use research in US patent records and bibliometric databases. Researchers analysed the scientific impact of dual-use research in US patent records and bibliometric databases.,nature_html,0
What’s behind China’s historically high counts of corresponding authors?,https://www.nature.com/articles/d41586-026-01623-4,Nature,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,10.1038/d41586-026-01623-4,Dalmeet Singh Chawla,"From 2016 to 2020, almost one-third of papers by authors in China had multiple corresponding authors — but policy reforms are expected to have dampened the trend. From 2016 to 2020, almost one-third of papers by authors in China had multiple corresponding authors — but policy reforms are expected to have dampened the trend.",nature_html,0
From linear fixes to circular design: how polymer science has changed over the past decade,https://www.nature.com/articles/s41578-026-00933-3,Nature Reviews Materials,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,10.1038/s41578-026-00933-3,Katrina M. Knauer,"Over the past decade, polymer science has shifted from precision synthesis to circular economy design. Breakthroughs in recycling, depolymerization and data-driven methods will be instrumental in designing polymers for sustainability within planetary constraints.",nature_html,0
Slab tearing and its surface signals controlled by passive margin strength,https://www.nature.com/articles/s41467-026-73963-8,Earth and environmental sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Taras Gerya,"Slab tearing, the lateral detachment of subducting oceanic slab from continental lithosphere, is widely inferred from seismic tomography, yet its surface expressions in mountain belts and adjacent foreland basins remain ambiguous and often contradictory. Existing geodynamic models predict that slab tearing propagates at unrealistically high velocities, implying its transient signatures unlikely to be preserved in surface or stratigraphic records. In contrast, geological observations, such as lateral migration of foreland basin depocenters and systematic basin thickening in the direction of tear propagation, indicate more persistent surface responses, highlighting a long-standing disconnect between models and field evidence. Here we resolve this paradox by showing that lateral variations in passive-margin strength fundamentally control the initiation, propagation, and surface imprint of slab tearing. Using fully coupled three-dimensional thermo-mechanical and surface-process simulations, we demonstrate that accounting for passive-margin heterogeneity significantly slows tear propagation and produces long-lived tectonostratigraphic signatures consistent with natural examples from the Alps, Carpathians, Zagros, and other orogenic belts. These results bridge deep-mantle dynamics and surface geological records, providing a unified framework to identify and interpret slab tearing in orogenic systems worldwide.",nature_html,0
Babies’ birth weight improves with help of payments to parents,https://www.nature.com/articles/d41586-026-01765-5,Nature,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,10.1038/d41586-026-01765-5,,Interventions that included home visits and cash transfers led to more strapping infants in an Indian state. Interventions that included home visits and cash transfers led to more strapping infants in an Indian state.,nature_html,0
Probing the Hubble Tension with an Infinite-Future Condition on the Hubble Parameter,https://www.sciencedirect.com/science/article/pii/S0370269326004594?dgcid=rss_sd_all,ScienceDirect Publication: Physics Letters B,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Tong-Jie Zhang,"Publication date: Available online 4 June 2026Source: Physics Letters BAuthor(s): Yuan-Bo Xie, Cheqiu Lyu, Zhiyuan Mo, Wei Hong, Tong-Jie Zhang",rss_description,0
Conversion-driven heterointerface reconfiguration enables fast ion migration in iron disulfide/sulfur-based positive electrodes for aqueous batteries,https://www.nature.com/articles/s41467-026-73910-7,Physical sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Renzhong Tai,"Establishing stable active sites and molecular-scale bridging architectures at electrode-electrolyte interfaces is essential for advancing fast-charging batteries, yet remains challenging because the principles governing interfacial reaction networks and materials design are not fully understood. In sulfur-based electrodes, irreversible sulfur-cluster dissolution and progressive interfacial degradation severely limit capacity retention and cycling stability. Here we show that reversible dynamic covalent tethering can be constructed at electrified interfaces by coupling hierarchically structured FeS₂ with exogenous sulfur clusters. During the initial full discharge, Cu²⁺ ions are spontaneously reduced and reconstruct the interface to form a Cu₂S/FeS₂ heterostructure, in which interfacial Fe-S-Cu bonds act as ordered covalent bridges. This surface-bound Fe-S-Cu bridging topology reduces interfacial resistance, accelerates charge-transfer kinetics and suppresses metastable phase formation arising from incomplete conversion. Copper ions further function as molecular rivets, preferentially depositing at edge sites and directionally bonding with sulfur atoms to stabilize the FeS₂-hosted sulfur redox system. This dynamic bonding framework preserves the structural coherence of the FeS₂ matrix while immobilizing polysulfide intermediates, enabling more than 68,000 charge-discharge cycles at 100 A g−1. Our findings establish a molecular-level design strategy that links atomic bonding motifs with macroscopic electrochemical functionality.",nature_html,0
Human-induced westerly jet shifts coordinate terrestrial productivity at the hemispheric scale,https://www.nature.com/articles/s41467-026-74039-3,Earth and environmental sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Deliang Chen,"Previous studies have established how regional climate variability regulates local terrestrial gross primary productivity (GPP), yet the hemispheric-scale spatial organization of GPP, coordinated by large-scale atmospheric circulation, remains poorly understood. Here, using multi-source observations and numerical simulations, we show that anthropogenic shifts in Northern Hemisphere westerlies fundamentally reorganize terrestrial GPP patterns. Around 2000, westerly curvature reversed from a southward to a northward bend over eastern Europe, Northeast Asia, and western North America, while exhibiting opposite changes over central Asia and central North America. Spatial patterns of GPP trends during 1982–2018 closely match GPP responses to westerly curvature variations. Sensitivity analyses using CESM1 large-ensemble simulations and single-forcing experiments identify greenhouse gas forcing as the dominant driver of these changes, thereby reshaping GPP through surface climatic factors. Under the RCP8.5 scenario, continued curvature changes are projected to enhance GPP growth across northern Europe, Northeast Asia, and western North America, while suppressing productivity in southern Europe and central North America. These results reveal anthropogenic forcing influences terrestrial carbon uptake via large-scale atmospheric circulation, with important implications for predicting future carbon–climate feedback.",nature_html,0
Craton-margin lithosphere drives rare earth element ore-forming carbonatite magmatism,https://www.nature.com/articles/s41467-026-73918-z,Earth and environmental sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Yongsheng Liu,"The majority of light rare earth element (LREE) resources are derived from carbonatite-associated deposits at cratonic margins. However, the origin of ore-forming carbonatite magmas remains unclear. Here, we conducted high pressure-temperature experiments to investigate LREE behavior during carbonate-rich sediment recycling. Results show that, during subduction, the calcic carbonates progressively concentrate LREE, becoming the principal LREE carriers and, upon melting at higher pressures, generate LREE-rich melts. As the melts ascend through cratonic lithospheric mantle, precipitation of extremely LREE-poor magnesite induces further enrichment, producing melts with LREE concentrations up to 156 times those of sedimentary carbonates. These melts are comparable to natural ore-forming carbonatites, highlighting that craton-margin lithosphere drives LREE ore-forming carbonatite magmatism. Our global compilation shows that LREE concentrations in carbonatites positively correlate with the associated deposit tonnage, suggesting that ore-forming carbonatites fundamentally control the deposit reserve magnitude. These findings provide a unified framework for the formation and global distribution of carbonatite-hosted deposits at cratonic margins.",nature_html,0
Implications of regional variations in climate change vulnerability and mitigation behaviour for social-climate dynamics,https://www.nature.com/articles/s41467-026-73874-8,Earth and environmental sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Madhur Anand,"How regional heterogeneity in social and cultural processes drive–and respond to–climate dynamics is little studied. Here we present a coupled social-climate model stratified across five world regions and parameterised with geophysical, economic and social survey data. We find that support for mitigation evolves in a highly variable fashion across regions, according to socio-economics, climate vulnerability, and feedback from changing temperatures. Social learning and social norms can amplify existing sentiment about mitigation, leading to better or worse global warming outcomes depending on the region. Moreover, mitigation in one region, as mediated by temperature dynamics, can influence other regions to act, or just sit back, thus driving cross-regional heterogeneity in mitigation opinions. Under high emissions scenarios, the peak temperature anomaly varies by several degrees Celsius depending on how these interactions unfold. Our model exemplifies an exploratory framework for studying how global geophysical processes interact with population-scale concerns to determine future sustainability outcomes.",nature_html,0
Agricultural fungicides shape soil and sediment reservoirs of multidrug-resistant fungi,https://www.nature.com/articles/s41467-026-73958-5,Earth and environmental sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Xinlei Li,"Fungicide resistance in environmental fungi represents a growing One Health challenge, yet its ecological extent and clinical relevance remain poorly studied. Here, we integrate residue monitoring, community profiling, large-scale culture isolation, and mechanistic assays to investigate the resistance of fungi in agricultural soils and adjacent river sediments. The results indicate that fungicides are widely detected in environmental samples and pose substantial ecological risks, particularly carbendazim and tebuconazole. Resistant fungi are also widespread and account for a large proportion of the genera detected in fungal communities. Among >3,900 resistant isolates, we recover 358 multidrug-resistant (MDR) strains showing cross-resistance to multiple agricultural fungicides. Transcriptomic, qPCR, and molecular docking analyses suggest that environmental MDR phenotypes arise from synergistic effects of target-gene alterations, efflux pump overexpression, and adaptive stress responses. Notably, triazole exposure coordinately upregulates virulence genes and mycotoxin biosynthetic clusters, indicating transcriptional activation of genes associated with virulence and secondary metabolism. Together, these findings highlight agricultural landscapes as reservoirs of fungicide-resistant fungi and underscore the need to re-evaluate fungicide practices to protect crop health, ecosystem stability, and the effectiveness of clinical antifungals.",nature_html,0
Carbon mesopore depth engineering boosts the performance of low-platinum fuel cells,https://www.nature.com/articles/s41467-026-73971-8,Physical sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Hai-Wei Liang,"Ionomer adsorption-induced Pt poisoning and high local oxygen transport resistance constitute two critical challenges preventing proton exchange membrane fuel cells from achieving low-Pt loadings. Yet, strategies concurrently mitigating both issues remain limited, making it challenging to achieve satisfactory performance in both kinetically controlled low-current-density and mass transport-controlled high-current-density regions. Herein, we show that this limitation can be addressed with a mesoporous carbon support design whose key lies in constructing a small mesopore-dominated structure while rationally controlling pore depth to a medium level. This design creates an ideal local reaction environment for Pt nanoparticles inside the mesopores, one that protects most Pt from ionomer poisoning while achieving efficient oxygen diffusion. Using the developed carbon support, we synthesize an intermetallic PtCo nanocatalyst that delivers competitive membrane electrode assembly performance at low-Pt cathode loading (0.1 mgPt cm−2), with a H2-air rated power density of 1.23 W cm−2 at 0.67 V under heat-rejection-constrained conditions and a H2-O2 mass activity of 1.1 A mgPt−1.",nature_html,0
Multimodal deep-learning optimization of chiroptical properties in all-inorganic perovskite-coated TiO2 nanohelices and inverse-design transfer to organic chiral luminophores,https://www.nature.com/articles/s41467-026-74010-2,Physical sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Zhifeng Huang,"Circularly polarized luminescence (CPL) has been catching increasing attention for developing advanced photonic displays, quantum communication, bioimaging, and chiral sensing. All-inorganic chiral luminophores are superior to their organic or organic-inorganic hybrid counterparts in thermal stability, environmental robustness and device compatibility, but limited by the difficulty in fabrication and low luminescence dissymmetry factor (glum glum is generally applied to evaluate the purity of circular polarization of CPL. Herein, chiral TiO2 nanohelices (NHs) act as chiral templates that are conformally coated with achiral perovskite luminophores composed of cesium lead bromides, to form all-inorganic chiral core@shell nano-luminophores. Chirality transmission from TiO2 NHs to perovskites accounts for the generation of CPL. Given by the complex and multifactorial experimental conditions, the manual engineering of fabrication procedure leads to an optimized glum = 0.2. To further optimize glum, we develop OptiCPL, a few-shot multimodal deep-learning framework that integrates spectral and morphological features, to boost glum from 0.20 to 0.35 through model prediction and experimental validation. In addition, the OptiCPL model is transferrable to polymer F8BT-based chiral organic luminophores, achieving glum = 0.87. This work establishes a synergistic chiral core@shell approach and offers a transferable deep-learning framework for designing high-glum CPL materials.",nature_html,0
Opto-optical edge defect mitigation in solution-processed WSe2 thin films for high-efficiency optical modulation,https://www.nature.com/articles/s41467-026-73576-1,Physical sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Aaron Voon-Yew Thean,"Two-dimensional optical modulators often suffer from low efficiency due to defect-induced losses and light–matter interaction strength. Here we show that edge defects in solution-processed WSe2 nanosheets, arising from metallic 1 T domains at the edges and semiconducting 2H interiors, can be dynamically saturated through carrier trap filling. By tuning the nanosheet lateral size and applying optical or electrical excitation, defect states are progressively saturated, reducing nonradiative recombination and reshaping the carrier distribution within the film. This process enhances the intrinsic excitonic response, as reflected by the improved photoluminescence peak modulation efficiencies of 0.025 eV·V−1 (electro-optic) and 0.1 eV·mW−1 (opto-optic). More importantly, the carrier redistribution and trap filling induce changes in the complex refractive index (Δn + iΔk) through defect-state modulation and free-carrier (Drude-like) effects. Integrated with lithium-niobate-on-insulator micro-ring resonators, solution-processed WSe2 films deliver efficient C-band (1530–1565 nm) modulation with a tuning efficiency of 1.84 × 10−5 pm−1·mW·m2. Time-resolved measurements further confirm fast dynamics, with ~48.1 ns rise, ~79.4 ns fall, and sustained 200 ns operation ( ~ 5 MHz), which surpasses prior 2D-material OO modulators, establishing engineered defect regulation as a scalable route toward high-performance photonic integration.",nature_html,0
An in-sensor communication electronic textile for imperceptible and ultrarobust silent speech,https://www.nature.com/articles/s41467-026-74035-7,Physical sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Xinqin Liao,"Aphasiacs with impaired vocal organs suffer profound communication barriers, making silent speech decoding essential. Although audible speech is absent, subtle multi-muscle activities are retained. This provides a physiological basis for the sensing modality that reliably decodes silent speech. Yet conventional microphone and piezoelectric films remain susceptible to dispersion–fidelity conflict, external disturbance in the complex environments, and are further constrained by sensing–communication separation. Here, we report an in-sensor communication scarf interface that imperceptibly captures multi-muscle activities and ultrarobustly decodes silent speech. By fusing spoof surface plasmon–driven in-sensor electromagnetic physiological communication with metamaterial topological embroidery, the system establishes exquisite reconciliation between dispersion-regulated spatial selectivity and ultrahigh fidelity (7 fs²), enabling phase-resolved differentiation and precise capture of multi-muscle activities. This minimalist yet informative rich component design radically transcends limitations of sensing–communication separation, microphone, and piezoelectric films, and greatly delivers anti-motion artifact by 24,300%, anti-electromagnetic interference by 46.4 dB, and anti-noise by 33.44 dB in the complex environments. Combining with machine learning, the interface achieves 98.7% recognition and supports assistive interaction and sleep apnea monitoring. The interface bridges metamaterial electromagnetics and human electrophysiology, establishing a transformative in-sensor physiological decoding paradigm for electromagnetic physiological communication and adaptive myogenic interfacing.",nature_html,0
Machine learning guided formulation design of digital light processing printable elastomers beyond viscosity stretchability tradeoff,https://www.nature.com/articles/s41467-026-73735-4,Physical sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Jongbeom Na,"The development of high-performance resins for vat photopolymerization-based three-dimensional printing is constrained by coupled trade-offs among viscosity, curing kinetics, and mechanical properties. Material discovery is often limited because conventional printing-based screening cannot evaluate formulations that are highly viscous or slow-curing. This study introduces a data-efficient workflow linking small-volume formulation screening, machine-learning optimization, and functional validation for constraint-aware design. By using a systematic library of formulations spanning printable and non-printable regimes, small-volume mold curing decouples material characterization from printing limitations to expand the training domain. Regression models trained on viscosity, curing time, elongation at break and tensile modulus identify an optimized formulation with suitable processability and high stretchability. Thermomechanical analyses reveal a homogeneous network and improved stability, while printed components exhibit robust durability. In this work, we show that a generalizable blueprint for rapid photopolymer formulation enables the constraint-aware design of functional materials for soft robotics and programmable three-dimensional devices.",nature_html,0
Activating lattice oxygen in metal oxyhydroxides as durable electrodes for industrial-scale seawater splitting,https://www.nature.com/articles/s41467-026-73894-4,Physical sciences : Nature Communications subject feeds,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,Guisheng Li,"Electrocatalytic seawater splitting powered by renewable electricity is a promising route for large-scale green hydrogen production, yet remains challenging due to electrode corrosion and competing chlorine evolution at high current densities. Developing robust and efficient anodic catalysts is therefore essential. Here, we show an in-situ growth strategy to transform iron foam into boron-doped cobalt-iron oxyhydroxide (B-FeCoOOH) nanosheets. Boron incorporation and a disordered lattice generate abundant oxygen vacancies, lowering kinetic barriers for water oxidation. The catalyst requires only 325 mV to deliver 1.0 A cm−2 and exhibits less than 2% performance decay after 600 h in alkaline seawater. Mechanistic studies indicate that oxygen vacancies activate the lattice oxygen oxidation mechanism, bypassing the scaling limitations of the conventional adsorbate evolution mechanism. The disordered structure enhances structural flexibility to accommodate dynamic reconstruction, mitigating active site dissolution. This strategy is extendable to other transition metal-based oxyhydroxides, enabling the fabrication of large-area, self-supporting electrodes. This work establishes a general strategy for designing durable catalysts for practical seawater electrolysis.",nature_html,0
Giant gate response of the charge in an electron–lattice condensate,https://www.nature.com/articles/s41928-026-01636-x,Nature Electronics,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,10.1038/s41928-026-01636-x,Alexander A. Balandin,"Charge-density-wave condensates are correlated electronic phases in which strong electron–lattice interactions lead to collective charge behaviour. Efficient electrical control of these condensates could enable gating beyond conventional capacitive limits. Here we report a giant gate response of the condensate density in the quasi-one-dimensional material orthorhombic tantalum trisulfide (o-TaS3). The gate-induced change in the condensate charge density exceeds predictions based on geometrical gate capacitance by one to two orders of magnitude. The enhanced gating effect arises from the coupling of the electric field to the electron–lattice condensate, which amplifies the gate response by means of collective electronic behaviour. We quantify the effect by determining the quantum capacitance of the charge-density-wave and by constructing a band diagram for the gated charge-density-wave device.",nature_html,0
Atomic-level etching enables black phosphorus-based electrocatalysts with tuned high-loading single-atom/nanocluster microdomains,https://www.cell.com/matter/fulltext/S2590-2385(26)00220-1?rss=yes,Matter,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,10.1016/j.matt.2026.102857,Dingsheng Wang,"A biphasic interfacial atomic etching strategy (BIAES) is proposed to introduce atomic-scale defects into black phosphorus nanosheets, thereby providing high-density anchoring sites and spatial confinement for controllable loading of metal single atom (SA) /nanocrystal (NC) microdomains. Strong metal-support interactions and NC-induced modulation of adjacent SA sites boost catalytic performance.",rss_cell,0
Role of shell effects on producing neutron-rich nuclei in the N=126 region via multinucleon transfer reactions,https://www.sciencedirect.com/science/article/pii/S0370269326004661?dgcid=rss_sd_all,ScienceDirect Publication: Physics Letters B,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,,H.L. Yang,"Publication date: Available online 4 June 2026Source: Physics Letters BAuthor(s): F.C. Dai, P.W. Wen, C.J. Lin, J.J. Liu, X.X. Xu, K.L. Wang, Y.D. Chen, H.L. Yang",rss_description,0
This mysterious lung disease affects millions of people — but a drug tested in mice shows promise,https://www.nature.com/articles/d41586-026-01789-x,Nature,2026-06-04 00:00:00 UTC,2026-06-04 00:00:00+00:00,10.1038/d41586-026-01789-x,Rachel Fieldhouse,The therapy activates a protein that could stop pulmonary fibrosis from progressing. The therapy activates a protein that could stop pulmonary fibrosis from progressing.,nature_html,0
Dexime: A Selectively Enzyme‐Degradable Hydrogel for Protein Therapeutic Release,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202523099?af=R,Wiley: Advanced Materials: Table of Contents,2026-06-04 04:20:19 UTC,2026-06-04 04:20:19+00:00,10.1002/adma.202523099,Molly S. Shoichet,"ABSTRACT
                  Hydrogels are of great interest for the delivery of protein therapeutics as they obviate the denaturing shear forces and/or organic solvents common to other delivery systems. Dextrin, a polysaccharide derived from starch, has been largely ignored in the design of hydrogels, yet is biodegradable and can be modified to allow in situ gelation after injection by click‐crosslinking. Herein, dextrin is modified with either ketone or aldehyde moieties and then click‐crosslinked with poly(ethylene glycol)‐tetraoxyamine to form dextrin‐oxime (dexime) hydrogels. The rheological and mechanical properties are tunable by changing formulation parameters such as total dextrin weight percentage (wt.%) and pH. The hydrogels are injectable through a 30G needle, selectively degradable via α‐amylase, yet stable and minimally swelling in the presence of other enzymes, including hyaluronidase and chondroitinase ABC (ChASE). The presence of low amounts of α‐amylase in many fluids and tissues of the body allow for the slow degradation of dexime with minimal swelling. Dexime is particularly useful for local delivery of ChASE: an enzyme that degrades the aggregate scar formed after injury in the central nervous system. Dexime is cytocompatible and releases active ChASE both in vitro and in vivo as evidenced by chondroitin sulphate proteoglycan degradation in the spinal cord.",crossref,0
A provocative view of evolution turns 50,https://www.science.org/doi/abs/10.1126/science.aeg1982?af=R,AAAS: Science: Table of Contents,2026-06-04 06:00:14 UTC,2026-06-04 06:00:14+00:00,10.1126/science.aeg1982,J. Arvid Ågren,"The Selfish Gene
                    continues to challenge readers half a century later",crossref,0
Fires reverse progress toward ozone air quality standards in the United States,https://www.science.org/doi/abs/10.1126/science.aed3197?af=R,AAAS: Science: Table of Contents,2026-06-04 06:00:14 UTC,2026-06-04 06:00:14+00:00,10.1126/science.aed3197,Laurence Rouil,"Recent surges in wildfire emissions have exacerbated surface ozone pollution in the United States. Using deep learning, we developed a gapless daily surface ozone dataset at 1-kilometer resolution for 2003–2024. This dataset revealed a reversal in national policy–relevant ozone trends that had gone undetected by the sparse monitoring network: from −0.65 parts per billion (ppb) per year (2003–2015) to +0.13 ppb per year (2015–2024). The reversal was primarily driven by increasing wildfire emissions, offsetting 3.9 years of mitigation progress. Premature deaths from fire-sourced ozone have increased by 318 deaths per year since 2013, with post-2013 mortality 46% higher than pre-2013 mortality. During 2022–2024, wildfire emissions exposed 43 million people to nonattainment conditions, effectively preventing a 4-ppb tightening of the ozone standard. These results underscore the growing challenges of sustaining air quality progress as wildfires intensify under climate change.",crossref,0
