title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Immune protection and persistence in Pseudomonas aeruginosa infections by pyruvate cross-feeding,https://www.nature.com/articles/s41467-026-75330-z,Biological sciences : Nature Communications subject feeds,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,,Ruggero La Rosa,"Chronic infections by Pseudomonas aeruginosa in people with cystic fibrosis are characterized by persistent inflammation and oxidative stress, yet the mechanisms enabling bacterial persistence are not fully understood. Here, we identify a persistence mechanism mediated by pyruvate secretion resulting from mutations in the pyruvate dehydrogenase complex in clinical isolates of P. aeruginosa, with putative analogous mutations also identified in Staphylococcus aureus, Haemophilus influenzae and Stenotrophomonas maltophilia. These mutations lead to elevated extracellular pyruvate, which dampens host inflammatory responses and favors bacterial persistence. Pyruvate exerts multiple roles: scavenges reactive oxygen species such as H2O2, suppresses host immune activation both in airway epithelial cells and macrophages, and increases bacterial survival during phagocytosis. This metabolic crosstalk promotes bacterial persistence while reducing epithelial and macrophage inflammatory responses. Our findings reveal pyruvate as a bacterial immunometabolite that mimics host antioxidant defenses, reshaping the infection niche to favor long-term colonization. This work highlights the broader role of secreted metabolites in host-pathogen interactions and suggests new strategies targeting metabolic pathways to manage chronic infections.",nature_html,0
Genetically targeted photocatalytic organic dyes for spatiotemporally controlled organic synthesis in specific living cells,https://www.nature.com/articles/s41557-026-02195-6,Nature Chemistry,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,10.1038/s41557-026-02195-6,Zhenan Bao,"The catalytic synthesis of many abiotic organic compounds is beyond the native capabilities of mammalian cells. Broadening the range of physiologically compatible, bond-forming catalytic reactions could enable the in situ synthesis of diverse molecules within living systems. By controlling these reactions in both specific cells and in physical space, this approach could offer transformative ways to modulate cellular behaviour and treat cells as distinct reaction vessels within organisms. Here we use genetic targeting to incorporate organic photocatalytic dyes onto and within cells to enable cell-type-specific and spatially defined catalysis. Photocatalysis can be restricted to individual cells using mild, green-to-red visible stimulation. The dyes catalyse cross-dehydrogenative C–H functionalization for the light- and cell-specific construction of C–C bonds in situ. Nuclear-localized assembly directs protein translocation with reversed transport directionality, illustrating the utility of this approach to both generate and enhance the function of chemical biology tools. We anticipate that the integration of synthetic catalysts with cell-specific targeting may lay an important foundation for future precision-directed abiotic chemical synthesis in living organisms.",nature_html,0
Plant-soil feedbacks benefit plant invaders under multiple global change factors,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag415/8728727?rss=1,National Science Review Advance Access,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,10.1093/nsr/nwag415,Mark van Kleunen,"Plant-soil feedbacks (PSFs) are an important mechanism determining plant community dynamics and invasion by non-native species. While the individual responses of plants and soil microbes to multiple concurrent global change factors (GCFs) have been documented, it remains poorly understood how multiple GCFs affect PSFs and, particularly, whether this effect depends on plant origin. We conducted a PSF experiment with five pairs of native and alien species and nine GCFs applied in concurrent combinations of 0, 1, 3 and 6 GCFs. As GCF-number increased, PSFs shifted from negative to neutral or positive in native species, but were consistently positive and became stronger in alien species. The positive response of PSFs to multiple GCFs was due to specific interactions between co-acting GCFs in native species, but not in alien species, and was related to changes in soil mutualists. Our study highlights that PSFs could promote the spread of alien species under multiple concurrent GCFs.",rss_oup,0
Alternatively spliced killer–protector system confers S19-mediated hybrid male sterility in rice,https://www.nature.com/articles/s41467-026-74581-0,Biological sciences : Nature Communications subject feeds,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,,Letian Chen,"Hybrid sterility limits the use of strong interspecific heterosis and S19 is a major locus that confers hybrid sterility between Oryza sativa (Asian cultivated rice) and Oryza glaberrima (African cultivated rice). However, the S19 is not yet cloned and its underlying mechanism remains elusive. In this study, we identify two closely linked genes (S19A1 and S19A7) specific to African rice allele that encode a killer–protector module at the S19 locus. Two alternatively spliced transcripts expressed from the killer gene S19A1 (S19A1.1 and S19A1.2) encode mitochondria-targeted cytotoxic proteins that cause toxicity diversity for somatic and/or gametic cell death, respectively. However, S19A7 interacts with S19A1.1 and S19A1.2, blocking their cytotoxic effect. Because the Asian rice S19 allele lacks S19A1 and S19A7, male gametes that carry this allele are selectively aborted in Asian–African F1 hybrids. Knockout of S19A1 can overcome S19-mediated hybrid sterility. Haplotype analysis reveals that the functional S19 allele is absent in non-AA-genome Oryza species and likely emerged in the O. barthii–O. glaberrima lineage through a multi-step evolutionary process. Our findings provide insight into the genetic mechanisms responsible for hybrid sterility between Asian and African rice and suggest genetic and biotechnological strategies for the use of interspecific heterosis in rice.",nature_html,0
A portable Cas6f-based system for multiplex translational repression in bacteria,https://www.nature.com/articles/s41467-026-75135-0,Biological sciences : Nature Communications subject feeds,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,,Pablo I. Nikel,"Engineered small RNAs (sRNAs) enable programmable gene knockdowns and support metabolic engineering and multiplex regulation in model bacteria. Still, precise, tunable, and multiplex gene repression remains a challenge in synthetic biology. Common tools can impose genetic burden, depend on host RNA factors, or do not transfer well across species. Here we present MORTISE (Multiplex, ORthogonal Translation Interference SystEm), a compact Cas6f-based platform for programmable translational repression in Gram-negative bacteria. The system functions without host Hfq or RNases and operates robustly in Escherichia coli and Pseudomonas putida. We demonstrate repression in both species using chromosomal reporter assays, with performance improving when guide and target transcription are matched and when the translation initiation region is targeted. Single-promoter multiplexing enables simultaneous knockdowns and a cloning toolbox facilitates assembly of up to nine guides in a single step. Finally, MORTISE is leveraged to boost malonyl-coenzyme A–dependent production in P. putida, supporting pathway balancing.",nature_html,0
Dynamic immune profiling predicts response to radiation plus anti-PD-1 therapy in oligometastatic renal cell carcinoma,https://www.nature.com/articles/s41467-026-74255-x,Biological sciences : Nature Communications subject feeds,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,,Shankar Siva,"Biomarkers that predict response to combined radiation and anti-PD-1 therapy in clear cell renal cell carcinoma (ccRCC) are poorly defined. RAPPORT trial (NCT02855203) is a prospective phase I/II study of stereotactic ablative body radiotherapy (SABR) and pembrolizumab in 30 patients with oligometastatic ccRCC. The primary endpoint was safety; secondary endpoints included overall survival, time to local progression, distant progression-free survival, objective and disease control rates, duration of response and patient-reported pain. Here, we report the pre-specified exploratory translational analyses. In pre-treatment tumours, responders had greater intra-tumoural cytotoxic T cell infiltration in close proximity to tumour cells, whereas non-responders showed enrichment of immunosuppressive, TGF-β and angiogenic signatures. In peripheral blood post-treatment, responders developed a proliferative burst of activated CD8+ T cells and sustained sharing of pre-existing tumour-enriched TCR clones. These findings identify trafficking and maintenance of pre-existing tumour-enriched T cell clones as determinants of response to SABR plus anti-PD-1 in ccRCC.",nature_html,0
From screening to generative design in nucleic acid delivery,https://www.nature.com/articles/s41578-026-00944-0,Nature Reviews Materials,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,10.1038/s41578-026-00944-0,Bowen Li,"The discovery of delivery materials is shifting from empirical screening to predictive, artificial intelligence-guided design. Harder problems, including the simultaneous optimization of competing properties and delivery beyond the liver, are now pushing the field further, from screening materials to generating them against predefined property targets.",nature_html,0
Cryo-EM structures of naturally occurring dimeric photosystem II complexes lacking the Mn4CaO5 cluster,https://www.nature.com/articles/s41467-026-75324-x,Biological sciences : Nature Communications subject feeds,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,,Leonid A. Sazanov,"Robust oxygenic photosynthesis requires the efficient assembly and repair of the multi-subunit oxygen-evolving photosystem II (PSII) complex. Previous cryogenic electron microscopy (cryo-EM) structures of PSII assembly/disassembly intermediates have relied on the analysis of deletion mutants or removal of PSII subunits in vitro. Here we report the cryo-EM structures of naturally occurring dimeric PSII intermediates from the cyanobacterium Thermosynechococcus vestitus at a resolution of about 2.2 Å. These intermediates contain inactive dimers lacking the oxygen-evolving complex (OEC) and semi-active dimers with the OEC present in one of the two monomers. Our structural data provide a mechanism for how assembly and disassembly of the Mn4CaO5 cluster is coordinated with the binding and release of the extrinsic proteins: restructuring of the C-terminal tail of D1 subunit during assembly or disassembly of the Mn cluster triggers conformational changes in D2, CP47 and CP43 to drive the binding/release of the extrinsic proteins. A combination of structural and mass spectrometry data also suggests that the inactive PSII complexes may include damaged complexes containing oxidized D1-His332, a monodentate ligand to one of the Mn ions of the OEC.",nature_html,0
Nuclear weapons lurking in space could be tracked down by satellites,https://www.nature.com/articles/d41586-026-01944-4,Nature,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,10.1038/d41586-026-01944-4,Angela Di Fulvio,"A nuclear weapon orbiting Earth would emit neutrons through its interactions with the planet’s space radiation environment, and these could be detected by satellites. A nuclear weapon orbiting Earth would emit neutrons through its interactions with the planet’s space radiation environment, and these could be detected by satellites.",nature_html,0
Sea-floor spreading captured by undersea observatory,https://www.nature.com/articles/d41586-026-01943-5,Nature,2026-07-08 00:00:00 UTC,2026-07-08 00:00:00+00:00,10.1038/d41586-026-01943-5,Lars H. Ruepke,A sea-floor monitoring experiment observed oceanic crust being created between two tectonic plates — the first in situ measurement of this phenomenon. A sea-floor monitoring experiment observed oceanic crust being created between two tectonic plates — the first in situ measurement of this phenomenon.,nature_html,0
