title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Specificity and exon target space of splicing modifying compounds,https://www.nature.com/articles/s41467-026-74594-9,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Alejandro Reyes,"Modulation of splicing is an established therapeutic strategy with clinical applications and potential to target specific exons to influence gene expression. Small-molecule splicing modifiers such as Risdiplam and Branaplam induce inclusion of exons typically skipped due to weak {5}^{{\prime} } splice sites. Risdiplam preferentially induces exons with an N−3G−2A−1 sequence at the {3}^{{\prime} } exon end, whereas Branaplam favors A−3G−2A−1-ending exons. However, determinants of specificity remain unclear, as many motif-matching exons are not induced. Here, we investigate the molecular basis of splicing-modulator specificity. Using biochemical assays, transcriptome analyses, and genetic perturbations, we identify sequence-dependent features that determine exon responsiveness to splicing-modulator induction. We further demonstrate that specificity can be reprogrammed through manipulation of U1 snRNA. These findings refine the determinants of splicing-modulator target space and may support identification of additional target exons and compounds.",nature_html,0
The BZR1-BLH1-PIF4 feedback module acts as a molecular amplifier for precise thermomorphogenesis in Arabidopsis,https://www.nature.com/articles/s41467-026-75154-x,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Genji Qin,"Global increases in the intensity and frequency of elevated temperatures is threatening ecosystem stability and crop yield. Understanding plant thermomorphogenesis is critical for developing climate-resilient crops, yet the underlying mechanisms remain to be clarified. Here, we identify the BEL1-LIKE HOMEODOMAIN transcription factor BLH1 as a critical negative regulator of thermomorphogenesis that modulates the key BRASSINAZOLE-RESISTANT 1 (BZR1)-PHYTOCHROME INTERACTING FACTOR 4 (PIF4) thermomorphogenic regulatory module. Overexpression of BLH1 or its homologs confers high-temperature (HT) insensitivity, whereas blh higher-order mutants exhibit HT hypersensitivity. BLH1 expression is directly repressed by BZR1 and is down-regulated by HT. We further demonstrate that BLH1 directly binds to the PIF4 promoter to repress its transcription and concurrently interacts with the PIF4 protein to inhibit its activity. Overexpression of BLH1 rescues the elongated hypocotyl phenotype in bzr1-1D or PIF4 overexpression plants. Our findings define a BZR1-BLH1-PIF4 regulatory axis that modulates the BZR1-PIF4-auxin-BR-BZR1 positive feedback loop, ensuring a balanced thermomorphogenic response to HT.",nature_html,0
CSF1R regulates monocyte subset differentiation and intracellular metabolism,https://www.nature.com/articles/s41467-026-75263-7,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Stoyan Ivanov,"Monocytes are key circulating effectors of vascular homeostasis, innate immunity and inflammation. Following their generation in mouse bone marrow, classical (Ly6Chigh) monocytes are mobilized into the blood circulation where they mature into non-classical (Ly6Clow) patrolling monocytes or are recruited into peripheral tissues where they differentiate into tissue resident or inflammatory macrophages. Monocytes and macrophages express CSF1R (CD115), the receptor for lineage-specific growth factors CSF1 and IL-34. Here, we report that acute CSF1R blockade or genetic deletion negatively interferes with monocyte intracellular metabolism and reduces blood Ly6Clow monocytes in part by blunting differentiation of Ly6Chigh monocytes. Based upon lineage-specific deletion of Glutamine-Fructose-6-Phosphate Transaminase 1 (GFPT1), the hexosamine biosynthetic pathway (HBP) is identified as an important regulator of CSF1R expression and monocyte subsets. Inhibition of receptor tyrosine kinases CSF1R and FLT3 rewires and partially impairs metabolic activity in human monocytes. Our findings provide insights into the link between CSF1R signaling, metabolic regulation, and monocyte survival and differentiation.",nature_html,0
Cryo-EM structure of African horse sickness virus VP2 receptor-binding protein enables nanoparticle vaccine design,https://www.nature.com/articles/s41467-026-75067-9,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Nicola GA Abrescia,"African horse sickness virus (AHSV) is a lethal equine pathogen with no licensed vaccine other than vaccines containing attenuated virus, which pose safety risks. Endemic to sub-Saharan Africa, AHSV has caused epizootics in Spain and Portugal, Cyprus, Morocco, the Middle East, India and Pakistan and, most recently, Thailand. Here, we resolve the 3.11 Å cryo-EM structure of full-length VP2 from AHSV serotype 4, adopting its native triskelion architecture and shedding light on an α-helical domain anchoring the triskelion core, which is absent in other structurally characterized orbiviruses. Structure-guided mapping identified a subdomain of VP2 as a key target of neutralizing antibodies. Displayed on nanoparticles using the SpyCatcher/SpyTag technology, the domain conferred complete protection from clinical disease after viral challenge infection in mice and elicited robust and long-lasting immune responses in horses, the target species of AHSV. These findings provide a structural blueprint for the next generation of recombinant vaccines against AHSV and related orbiviruses.",nature_html,0
Reprogramming macrophage immunometabolism via glutamine antagonism potentiates colorectal cancer therapy in mice,https://www.nature.com/articles/s41467-026-75208-0,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Gaofei Wei,"Colorectal cancer (CRC) often exhibits a suppressive tumor microenvironment that is associated with elevated glutamine metabolism and induction of immunosuppressive macrophages. Glutamine antagonists such as 6-diazo-5-oxo-L-norleucine (DON) and its prodrug JHU-083 can limit tumor growth, but their toxicity and immune cell selectivity remain suboptimal. Here, we conjugate DON with the macrophage-targeting moiety artesunate to develop WGF-T17 (T17), which blocks glutamine metabolism in macrophages. In vitro, T17 rewires macrophage metabolism toward glycolysis, inducing lactate buildup and histone lactylation, enhancing mitochondrial fission and phagocytic activity, and thereby reprogramming macrophages to an inflammatory state. In vivo, T17 controls tumor growth better than JHU-083 via macrophage-dependent pathways, and also increases the efficacy of immunotherapy, chemotherapy and anti-angiogenic therapy in female mice carrying subcutaneous CRC tumors. Our findings thus hint T17 as a promising treatment strategy for CRC by targeting macrophage glutamine metabolism to reverse immune suppression.",nature_html,0
Targeted long-read sequencing enables comprehensive analysis of the genetic and epigenetic landscape of inherited myopathies,https://www.nature.com/articles/s41467-026-75144-z,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Ira W. Deveson,"The genetic variants that cause inherited myopathies vary widely in type, size and sequence context, encompassing small sequence variants, large structural variants, repeat expansions, and more complex events, such as the D4Z4 macrosatellite contraction and hypomethylation that causes facioscapulohumeral muscular dystrophy. Many of these are challenging to characterise using next-generation sequencing and other older molecular technologies. To address this, we developed a targeted long-read sequencing assay and bioinformatics analysis framework that captures the full suite of genes, variants and epigenetic signatures currently implicated in inherited myopathies. Applying this to a cohort of myopathy patients, we demonstrate the analytical validity of our approach and its improved accuracy and resolution compared to existing methods. Our assay led to new genetic diagnoses in 35.5% (11/31) of patients who remained undiagnosed after standard clinical genetic testing. This methodology constitutes a single streamlined assay for comprehensive genetic and epigenetic characterisation of inherited myopathies.",nature_html,0
Causal Dynamics of Social Gaze in Primate Prefrontal-Amygdala Networks Revealed by Dynamic Bayesian Modeling,https://www.nature.com/articles/s41467-026-75220-4,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Anirvan S. Nandy,"Social gaze is a fundamental channel of primate communication, shaping dynamic interactions and fostering mutual understanding. While prior studies have mapped the behavioral correlates of social gaze across the prefrontal-amygdala circuits, the causal architecture of these interactions remains poorly understood. Here, we develop an algorithm to integrate independently recorded sessions from male macaques into “super-sessions”, validated using ground-truth synthetic data, enabling the reconstruction of simultaneous multi-area recordings aligned to matched gaze sequences. Applying Dynamic Bayesian Network analysis to these super-sessions, we uncover temporally structured, behavior-dependent causal interactions among the amygdala, orbitofrontal cortex, dorsomedial prefrontal cortex (dmPFC), and anterior cingulate cortex. When macaques were the targets of social gaze, the brain-behavior network exhibited positive temporal modulations, with the dmPFC emerging as the dominant source and the amygdala as a primary recipient of influence. When macaques directed their gaze toward their partners, the dmPFC and amygdala retained their respective roles. Prefrontal regions positively modulated one another, while the amygdala acted solely as a downstream target receiving exclusively negatively modulated prefrontal inputs. These findings reveal previously unknown directional interactions in the primate social brain and highlight distinct causal architectures underlying the bidirectional dynamics of social attention.",nature_html,0
Signaling downstream of tumor–stroma interaction regulates mucinous colorectal adenocarcinoma apicobasal polarity,https://www.nature.com/articles/s41467-026-75127-0,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Johanna Ivaska,"Mucinous colorectal carcinoma (MUC CRC) metastasis to multiple organs, and to the peritoneum, is associated with poor prognosis. Disseminating MUC CRCs exhibit either conventional (apical-in) or inverted (apical-out) polarity that influence patient outcomes. Therefore, it is critical to identify how MUC CRC polarity is regulated. Here, we analyze patient-derived MUC CRC xenografts with either apical-in or apical-out polarity. Single-cell analyses reveal α2β1-integrin as a key collagen-binding receptor in these models. Collagen–α2β1-integrin interaction activates Src and upregulates SorLA, an endosomal sorting receptor. SorLA supports apical-in polarity by promoting integrin recycling and HER2/HER3 expression. We observe positive correlation between HER2, HER3 and SorLA in patient samples and higher HER2 expression in apical-in-presenting tissues. Clinically relevant HER2/HER3-targeting antibodies revert tumor sphere polarity, and impede collagen remodeling and adhesion to mouse peritoneum. This SorLA—integrin—HER2/HER3 axis could represent a MUC CRC-patient stratification approach and be relevant for other carcinomas with apical-out phenotypes.",nature_html,0
A large-scale multi-ancestry mitochondrial variant association analysis for cardiometabolic traits,https://www.nature.com/articles/s41467-026-74939-4,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Peter Reaven,"Studies linking mitochondrial DNA (mtDNA) with complex traits are often limited by small sample sizes or focused on specific phenotypes in clinically selected cohorts. Here, we use data from >600,000 participants in the Million Veteran Program (MVP) to perform a multi-ancestry analysis of mitochondrial DNA (mtDNA) variation and cardiometabolic phenotypes across European (EUR), African (AFR), Admixed American (AMR), and East Asian (EAS) populations. After validating 248 mtDNA loci, we identify 10 ancestry-stratified single-variant associations (8 EUR, 2 AFR) and 23 additional signals in sex- and type 2 diabetes (T2D)–stratified analyses. Four variants tagging haplogroup J, D-loop MT228G > A, MT-ND3 MT10398A > G (p.Thr114Ala), MT-ND5 MT13708G > A (p.Ala458Thr), and MT-CYB MT14798T > C (p.Phe18Leu), are associated with hypothyroidism in EUR and replicated in UK Biobank (UKBB) with concordant effects. In EUR females, MT-RNR1 MT1555A > G increases the risk of carditis and heart failure phenotypes, supporting prior reports of maternally inherited cardiomyopathy. Gene-based rare-variant tests (minor allele frequency ≤2%) yield 26 associations (12 EUR, 10 AFR, 2 AMR, 2 EAS), including mitochondrial tRNA burdens linked to primary cardiomyopathy (females) and exophthalmos (males). Twenty-three of the 33 single-variant signals map to the endocrine/metabolic category, indicating significant enrichment (Fisher’s exact P = 0.003). These results define ancestry- and context-specific contributions of mtDNA to cardiometabolic disease, with a notable concentration in endocrine traits, and provide a framework for mtDNA analysis across diverse biobank cohorts.",nature_html,0
"Joint trajectories of brain atrophy, white matter hyperintensities and cognition quantify brain maintenance",https://www.nature.com/articles/s41467-026-74957-2,Biological sciences : Nature Communications subject feeds,2026-07-04 00:00:00 UTC,2026-07-04 00:00:00+00:00,,Gabriel Ziegler,"Brain maintenance – the preservation of brain structure or function relevant to cognitive performance – remains challenging to quantify. Here, we propose a domain-general brain maintenance index derived by jointly modelling the longitudinal co-evolution of ageing-related atrophy (via medial temporal lobe to ventricle ratio, MTLV-ratio), white matter hyperintensities (WMH), and global cognition assessed by the preclinical Alzheimer’s cognitive composite (PACC5) using latent growth curve modelling. We demonstrate its utility in 543 cognitively unimpaired older adults from the DELCODE cohort, followed annually over four years. We show that changes in MTLV-ratio and WMH additively predict cognitive change. We further show that higher neuroticism, depressive symptoms, lower openness, and faster biological ageing are related to unfavourable domain-specific trajectories and poorer brain maintenance. Our findings highlight the combined relevance of WMH and ageing-related atrophy dynamics for brain maintenance. Maintaining cerebrovascular and mental health alongside cognitive engagement could promote brain maintenance, delay cognitive decline and dementia.",nature_html,0
