title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Nanosensor-coated catheters for bladder cancer detection,https://www.nature.com/articles/s41565-026-02173-6,Nature Nanotechnology,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,10.1038/s41565-026-02173-6,Dingbin Liu,"A catheter equipped with an annular carbon nanotube sensor array enables real‑time, in situ three‑dimensional chemical imaging of cancer biomarkers, mapping the localization of early-stage tumours.",nature_html,0
End-to-end multimodal structure elucidation from raw spectra combining contrastive learning and evolutionary algorithms,https://www.nature.com/articles/s41467-026-73846-y,Physical sciences : Nature Communications subject feeds,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,,Kevin Maik Jablonka,"Elucidating molecular structures from spectroscopic data remains one of chemistry’s most fundamental challenges, typically requiring extensive expert knowledge and manual interpretation of multiple analytical techniques. This is because the structure elucidation problem often has degenerate solutions for a limited set of experimental data. Existing computational approaches are limited to single spectroscopic modalities, require extensive manual preprocessing, and lack the confidence estimates and context necessary for practical application. Here we present SECS, a framework that combines contrastive learning with evolutionary algorithms to automate structure elucidation directly from raw, multimodal spectroscopic data. By aligning embeddings across NMR, infrared, and mass spectrometry, SECS mimics how experts use multiple spectroscopic lenses while providing calibrated confidence scores and relevant database context. On challenging molecular identification tasks, SECS matches expert chemist performance in head-to-head comparisons in a pilot study. The system successfully identifies incorrect structure assignments in published literature and adapts to new chemical domains without retraining by updating its reference database. Our approach demonstrates how synergistic combination of machine learning paradigms can solve analytical bottlenecks that have constrained chemical discovery.",nature_html,0
Asymmetric alloying for heterogeneous metal-ion clusters of chiral-at-carbon CAuI4AgI6 polyhedra exhibiting red to near-infrared photoluminescence,https://www.nature.com/articles/s41467-026-72787-w,Physical sciences : Nature Communications subject feeds,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,,Mitsuhiko Shionoya,"Well-defined subnano-sized metal clusters are highly susceptible to changes in the type, number and arrangement of the metals. Precise alloying and stereocontrol of metal clusters at the atomic level are therefore expected to elucidate unexplored structures and functions. Here, we report an asymmetric alloying method by adding silver trifluoroacetate to a highly symmetric C-centered hexagold(I) cluster protected by triphenylphosphine, and provide detailed descriptions of the structure and propertied of the resulting chiral-at-carbon hexasilver(I)-alloyed tetragoldmethane, CAuI4AgI6, in a bicapped square antiprism. Theoretical calculations reveal the bonding natures of C–AuI bonds and C···AgI interactions. By using homochiral carboxylate ligands, asymmetric induction to (R,Ʌ)- or (S,∆)-CAuI4AgI6 species is quantitatively achieved, each of which exhibits red to near-infrared phosphorescence and distinct chiroptical activity. This asymmetric silver(I)-alloying involves etching of gold(I) ions from the hexagold(I) cluster, which will further lead to the development of heterometal ion clusters as chiral luminescent materials.",nature_html,0
Scalable Boltzmann generators for equilibrium sampling of large-scale materials,https://www.nature.com/articles/s41467-026-73900-9,Physical sciences : Nature Communications subject feeds,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,,Jutta Rogal,"Generating equilibrium ensembles of structures is essential for modeling molecules and materials, yet traditional simulators like molecular dynamics suffer from limited sampling efficiency. Boltzmann Generators introduced the concept of one-shot deep learning for equilibrium sampling, but scalability to large systems has remained a major challenge. Here, we overcome this scaling limitation with a Boltzmann Generator architecture that can model large materials systems. Our approach combines augmented coupling flows with graph neural networks to exploit local environments, enabling energy-based training and rapid inference. Compared to previous designs, it trains faster, uses fewer resources, and achieves superior sampling efficiency. Crucially, it transfers to much larger system sizes, allowing efficient sampling of materials with simulation cells exceeding a thousand atoms. We demonstrate its capabilities on Lennard-Jones crystals, mW water ice phases, and the silicon phase diagram, producing accurate equilibrium ensembles and free energies across scales where finite-size effects vanish.",nature_html,0
All-water supercapacitor enabled by 1-nm clay channels,https://www.nature.com/articles/s41467-026-73924-1,Physical sciences : Nature Communications subject feeds,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,,Aleksandra Radenovic,"Water confined to channels one nanometer thick exhibits electrochemical behavior distinct from bulk water, including enhanced protonic conductivity and large dielectric anisotropy. Here, we exploit these characteristics to design a scalable electrochemical energy storage system-a “blue capacitor”-constructed entirely from naturally abundant materials. By assembling layered clays and conductive graphene, we produce 1-nm-thick channels in which confined water acts as the sole electrolyte. We systematically study different clay types, the electrode composition, and separator thickness using complementary physicochemical and electrochemical techniques. The device operates stably up to 1.6 ± 0.1 V, achieves specific capacitances of 40 F g−1, 97 ± 2% coulombic efficiency, and stable performance over more than 60,000 charge-discharge cycles at a voltage window of 1 V and a scan rate of 10 mA. Structural and dynamic analyses validate the device architecture, water purity, and proton transport in the nanopores. These results demonstrate that nanoconfined water can function as an electrolyte in a macroscopic electrochemical device, providing a platform for exploring sustainable aqueous energy storage systems.",nature_html,0
Encapsulated droplet array for intensified micromole-scale high-throughput reaction screening,https://www.nature.com/articles/s41467-026-72535-0,Physical sciences : Nature Communications subject feeds,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,,Yiming Mo,"The automated high-throughput experimentation (HTE) technology facilitates exploring enormous parametric space of chemical reactions with minimal time and material consumptions. However, the widely used microwell plate-based and flow-based screening approaches are limited by their ability to handle harsh reaction conditions and highly parallel combinatorial screening, respectively. Herein, we report an encapsulated droplet array (EDA) technology to overcome these challenges. By confining microliter-scale reaction droplets within a chemically inert polypropylene pocket reinforced by an aluminum chassis, it enables reactions to be executed under elevated temperatures (up to 105 °C) and pressures (up to 7 atm) in a massively parallel manner (48 reactions per EDA plate). Its versatility and applicability for combinatorial screening under harsh conditions are demonstrated across various bond-forming chemistries, including aminolysis reaction, amide condensation, nucleophilic aromatic substitution (SNAr) reaction, Buchwald-Hartwig C–N amination, solid-supported palladium catalyzed Suzuki-Miyaura coupling, and metallophotoredox catalyzed C(sp2)–C(sp3) coupling. In addition, a fully automated platform is developed to achieve end-to-end droplet preparation, encapsulation, reaction, and analysis, illustrating the seamless integration with standard automated liquid-handling systems.",nature_html,0
Crossed laser phase plates for transmission electron microscopy,https://www.nature.com/articles/s41467-026-74060-6,Biological sciences : Nature Communications subject feeds,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,,Holger Müller,"A phase plate has long been sought in transmission electron microscopy (TEM) to maximize the image contrast of weakly-scattering objects like biomolecules. The laser phase plate (LPP) has recently demonstrated that an amplified, focused laser standing wave reliably phase shifts the electron beam, achieving phase-contrast TEM. Building on the single-beam LPP, here we introduce the crossed laser phase plate (XLPP): two laser standing waves which intersect in the diffraction plane. We present a theoretical model for the XLPP inside the microscope and show that, relative to the original LPP, it increases information transfer at low spatial frequencies while suppressing ghost images formed by Kapitza-Dirac diffraction. We also present a simple acquisition scheme, enabled by the XLPP, which further suppresses ghosts. Finally, we discuss practical considerations of XLPP design and show experimental results from a prototype. The results of this study chart the course for future developments of LPP hardware.",nature_html,0
Li-In-S composite foil with built-in electric fields to stabilize Li/Li6PS5Cl interface for long-life all-solid-state batteries,https://www.nature.com/articles/s41467-026-74049-1,Physical sciences : Nature Communications subject feeds,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,,Xiangfeng Liu,"Sulfides-based all-solid-state lithium batteries show great potential due to their high safety and high energy density, yet severely suffer from sulfide electrolytes/Li interfacial instability and short cycle life. Here we propose a Li-In-S composite foil comprising Li2S, LixIn, and LiInS2 to stabilize the Li/Li6PS5Cl interface by constructing built-in electric fields, thereby enabling long-life all-solid-state lithium batteries. The work function difference between Li2S and LixIn generates built-in electric fields at the heterointerface, which traps the interfacial electrons and restricts their transfer to Li6PS5Cl, thereby suppressing the interfacial side reactions. Simultaneously, the built-in electric fields promote Li+ adsorption and diffusion inhibiting lithium dendrite growth. Li symmetrical cells display high critical current density over 4 mA cm−2 and Li plating/stripping stability over 2000 h at 1 mA cm−2. The assembled full cells with LiCoO2 and LiNi0.8Co0.1Mn0.1 (NCM811) demonstrate high capacity retention of 93% over 2000 cycles at 1 C and 87.7% over 1000 cycles at 1 C, respectively. Moreover, Li-In-S|Li6PS5Cl|NCM811 full cell shows rate capability up to 4 C. This work offers useful insights into the design of stable interfaces in all-solid-state batteries.",nature_html,0
Real-time electrical monitoring of enzymatic catalytic dynamics at the single-molecule level,https://www.nature.com/articles/s41467-026-74020-0,Biological sciences : Nature Communications subject feeds,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,,Bintian Zhang,"Monitoring enzyme structural dynamics is essential for elucidating catalytic mechanisms, yet transient conformational fluctuations on microsecond-to-millisecond timescales remain challenging to resolve with conventional techniques. Here, we investigate the catalytic dynamics of cytochrome P450 1A1 (CYP1A1) during benzo[a]pyrene (BaP) metabolism by measuring single-molecule protein conductance. We show that catalysis-induced α-helix structural rearrangements, together with redox transitions of the heme center, modulate charge-transport efficiency. A negative correlation between BaP concentration and conductance enables construction of a kinetic model, yielding an apparent Michaelis constant of 24.2-43.2 μM. Real-time conductance measurements resolve four distinct conductance states associated with catalytic intermediates, which are further assigned using metabolic intermediates as substrates. These results provide insight into competing detoxification and activation pathways of BaP metabolism. This work establishes protein conductance as a generalizable platform for probing transient enzymatic dynamics and kinetics at the single-molecule level.",nature_html,0
Oxygen-oxygen bond cleavage enables efficient photocatalytic H2O2 production via an *O2 dissociation pathway,https://www.nature.com/articles/s41467-026-73685-x,Physical sciences : Nature Communications subject feeds,2026-06-05 00:00:00 UTC,2026-06-05 00:00:00+00:00,,Gangfeng Ouyang,"Photocatalytic reduction of O2 to H2O2 is generally regarded to proceed through the *O2 hydrogenation pathway (*O2 → *OOH), which inevitably encounters a high energy barrier proton extraction process via cleavage of the H-O bond in H2O. Designing a K and Cs co-modified polymeric carbon nitride (CN-KCs) to create dual-end adsorption sites as frustrated Lewis pairs for O2, on which the O-O breaking energy is significantly reduced and a *O2 dissociation pathway towards photocatalytic H2O2 synthesis is realized (*O2 → 2*O, then *O + *H2O → H2O2). The CN-KCs presents a competitive photocatalytic H2O2 yield of 1806.6 μmolh−1, a high quantum efficiency of 72.3% at 420 nm, and a solar-to-H2O2 conversion efficiency of 6.1% with presence of biomass derivative. Here, we show that regulating dual-end adsorption sites opens a door to new *O2 dissociation avenue for efficient conversion of O2 to H2O2.",nature_html,0
